ID_Cleaned,Bike_lane ,Bike_lane_protection,Parking_on_street ,Road_speed_limit,#_lanes_on_road,Road _surface,Width_of_road,id,bicycle,bicycle_fo,bicycle__1,cyclestree,cycleway,cycleway_b,cycleway_l,cycleway_r,cycleway_w,lanes,maxspeed,oneway,oneway_bic,parking_bo,parking_le,parking_ri,segregated,separation,shoulder,surface,tram,width
820948542,,,,,,asphalt,,way/820948542,,,,,,,,,,,,,,,,,,,,asphalt,,
820948543,,,,,,asphalt,,way/820948543,,,,,,,,,,,,,,,,,,,,asphalt,,
820948544,,,,,,asphalt,,way/820948544,,,,,,,,,,,,,,,,,,,,asphalt,,
820948545,,,,,,asphalt,,way/820948545,,,,,,,,,,,,,,,,,,,,asphalt,,
820948546,,,,,,asphalt,,way/820948546,,,,,,,,,,,,,,,,,,,,asphalt,,
820948547,,,,,,asphalt,,way/820948547,,,,,,,,,,,,,,,,,,,,asphalt,,
820948548,,,,,,asphalt,,way/820948548,,,,,,,,,,,,,,,,,,,,asphalt,,
820948549,,,,,,asphalt,,way/820948549,,,,,,,,,,,,,,,,,,,,asphalt,,
820948550,,,,,,asphalt,,way/820948550,,,,,,,,,,,,,,,,,,,,asphalt,,
820948551,,,,,,asphalt,,way/820948551,,,,,,,,,,,,,,,,,,,,asphalt,,
820948552,,,,,,asphalt,,way/820948552,,,,,,,,,,,,,,,,,,,,asphalt,,
820948553,,,,,,asphalt,,way/820948553,,,,,,,,,,,,,,,,,,,,asphalt,,
820948554,,,,,,asphalt,,way/820948554,,,,,,,,,,,,,,,,,,,,asphalt,,
820948555,,,,,,asphalt,,way/820948555,,,,,,,,,,,,,,,,,,,,asphalt,,
820948556,,,,,,asphalt,,way/820948556,,,,,,,,,,,,,,,,,,,,asphalt,,
820948557,,,,,,asphalt,,way/820948557,,,,,,,,,,,,,,,,,,,,asphalt,,
820948558,,,,,,asphalt,,way/820948558,,,,,,,,,,,,,,,,,,,,asphalt,,
820948559,,,,,,asphalt,,way/820948559,,,,,,,,,,,,,,,,,,,,asphalt,,
820948560,,,,,,asphalt,,way/820948560,,,,,,,,,,,,,,,,,,,,asphalt,,
820950752,,,,,,asphalt,,way/820950752,,,,,,,,,,,,,,,,,,,,asphalt,,
820950753,,,,,,asphalt,,way/820950753,,,,,,,,,,,,,,,,,,,,asphalt,,
820950754,,,,,,asphalt,,way/820950754,,,,,,,,,,,,,,,,,,,,asphalt,,
820950755,,,,,,asphalt,,way/820950755,,,,,,,,,,,,,,,,,,,,asphalt,,
820950756,,,,,,asphalt,,way/820950756,,,,,,,,,,,,,,,,,,,,asphalt,,
820950757,,,,,,asphalt,,way/820950757,,,,,,,,,,,,,,,,,,,,asphalt,,
820950758,,,,,,asphalt,,way/820950758,,,,,,,,,,,,,,,,,,,,asphalt,,
820950759,,,,,,asphalt,,way/820950759,,,,,,,,,,,,,,,,,,,,asphalt,,
820950760,,,,,,asphalt,,way/820950760,,,,,,,,,,,,,,,,,,,,asphalt,,
820950761,,,,,,asphalt,,way/820950761,,,,,,,,,,,,,,,,,,,,asphalt,,
820950762,,,,,,asphalt,,way/820950762,,,,,,,,,,,,,,,,,,,,asphalt,,
820950763,,,,,,asphalt,,way/820950763,,,,,,,,,,,,,,,,,,,,asphalt,,
820950764,,,,,,asphalt,,way/820950764,,,,,,,,,,,,,,,,,,,,asphalt,,
820950765,,,,,,asphalt,,way/820950765,,,,,,,,,,,,,,,,,,,,asphalt,,
820950766,,,,,,asphalt,,way/820950766,,,,,,,,,,,,,,,,,,,,asphalt,,
820950767,,,,,,asphalt,,way/820950767,,,,,,,,,,,,,,,,,,,,asphalt,,
821404016,designated,no,,,,concrete,,way/821404016,designated,,,,,,,,,,,,,,,,no,,,concrete,,
821404020,yes,no,,,,concrete,,way/821404020,yes,,,,,,,,,,,,,,,,no,,,concrete,,
821404021,designated,no,,,,asphalt,,way/821404021,designated,,,,,,,,,,,,,,,,no,,,asphalt,,
821404023,designated,no,,,,asphalt,,way/821404023,designated,,,,,,,,,,,no,,,,,no,,,asphalt,,
821408361,designated,no,,,,concrete,,way/821408361,designated,,,,,,,,,,,,,,,,no,,,concrete,,
821408362,,,,,,asphalt,,way/821408362,,,,,,,,,,,,,,,,,,,,asphalt,,
821408363,,,,,,asphalt,,way/821408363,,,,,,,,,,,,,,,,,,,,asphalt,,
821408364,designated,no,,,,concrete,2,way/821408364,designated,,,,,,,,,,,,,,,,no,,,concrete,,2
821683935,,,,,,concrete,,way/821683935,,,,,,,,,,,,,,,,,,,,concrete,,
821683936,,,,,,concrete,,way/821683936,,,,,,,,,,,,,,,,,,,,concrete,,
821722875,designated,no,,,,concrete,,way/821722875,designated,,,,,,,,,,,,,,,,no,,,concrete,,
821722876,designated,no,,,,concrete:plates,3,way/821722876,designated,,,,,,,,,,,no,,,,,no,,,concrete:plates,,3
821722877,designated,no,,,,concrete,,way/821722877,designated,,,,,,,,,,,,,,,,no,,,concrete,,
821723330,designated,no,,,,concrete,,way/821723330,designated,,,,,,,,,,,,,,,,no,,,concrete,,
821723331,designated,no,,,,concrete,,way/821723331,designated,,,,,,,,,,,,,,,,no,,,concrete,,
821723332,designated,no,,,,concrete,,way/821723332,designated,,,,,,,,,,,,,,,,no,,,concrete,,
821723333,designated,no,,,,concrete,,way/821723333,designated,,,,,,,,,,,,,,,,no,,,concrete,,
821725252,,,,,,asphalt,,way/821725252,,,,,,,,,,,,,,,,,,,,asphalt,,
821725253,,,,,,asphalt,,way/821725253,,,,,,,,,,,,,,,,,,,,asphalt,,
821725254,,,,,,asphalt,,way/821725254,,,,,,,,,,,,,,,,,,,,asphalt,,
821725255,,,,,,asphalt,,way/821725255,,,,,,,,,,,,,,,,,,,,asphalt,,
821725256,,,,,,asphalt,,way/821725256,,,,,,,,,,,,,,,,,,,,asphalt,,
821725257,,,,,,asphalt,,way/821725257,,,,,,,,,,,,,,,,,,,,asphalt,,
821725258,,,,,,asphalt,,way/821725258,,,,,,,,,,,,,,,,,,,,asphalt,,
821725259,,,,,,asphalt,,way/821725259,,,,,,,,,,,,,,,,,,,,asphalt,,
821725260,,,,,,asphalt,,way/821725260,,,,,,,,,,,,,,,,,,,,asphalt,,
821725261,,,,,,asphalt,,way/821725261,,,,,,,,,,,,,,,,,,,,asphalt,,
821725262,,,,,,asphalt,,way/821725262,,,,,,,,,,,,,,,,,,,,asphalt,,
821725263,,,,,,asphalt,,way/821725263,,,,,,,,,,,,,,,,,,,,asphalt,,
821725264,,,,,,asphalt,,way/821725264,,,,,,,,,,,,,,,,,,,,asphalt,,
821749682,,,,,,paved,,way/821749682,,,,,,,,,,,,,,,,,,,,paved,,
821850038,,,,,,paving_stones,1,way/821850038,,,,,,,,,,,,,,,,,,,,paving_stones,,1
822072387,no,,,,,,,way/822072387,no,,,,,,,,,,,,,,,,,,,,,
822072388,,,,,,asphalt,,way/822072388,,,,,,,,,,,,,,,,,,,,asphalt,,
822708243,,,,,,,,way/822708243,,,,,,,,,,,,,,,,,,,,,,
823014986,,,,,,,,way/823014986,,,,,,,,,,,,,,,,,,,,,,
823014987,,,,,,asphalt,,way/823014987,,,,,,,,,,,,,,,,,,,,asphalt,,
823014988,,,,,,,,way/823014988,,,,,,,,,,,,,,,,,,,,,,
823014989,,,,,,,,way/823014989,,,,,,,,,,,,,,,,,,,,,,
823015866,yes,no,,,,asphalt,,way/823015866,yes,,,,,,,,,,,yes,,,,,no,,,asphalt,,
823017695,crossing,,,,,asphalt,,way/823017695,designated,,,,crossing,,,,,,,,,,,,,,,asphalt,,
823017696,,,,,,,,way/823017696,,,,,,,,,,,,yes,,,,,,,,,,
823025211,,,,,,asphalt,,way/823025211,,,,,,,,,,,,,,,,,,,,asphalt,,
823347342,,,,,,sett,,way/823347342,,,,,,,,,,,,,,,,,,,,sett,,
823375034,,,,,,,,way/823375034,,,,,,,,,,,,,,,,,,,,,,
823375035,,,,,,,,way/823375035,,,,,,,,,,,,,,,,,,,,,,
823375036,,,,,,,,way/823375036,,,,,,,,,,,,,,,,,,,,,,
823375037,,,,,,concrete,,way/823375037,,,,,,,,,,,,,,,,,,,,concrete,,
823375038,,,,,,concrete,,way/823375038,,,,,,,,,,,,,,,,,,,,concrete,,
823375039,,,,,,concrete,,way/823375039,,,,,,,,,,,,,,,,,,,,concrete,,
823464835,,,,,,,,way/823464835,,,,,,,,,,,,,,,,,,,,,,
823685738,designated,,,,,asphalt,,way/823685738,designated,,,,,,,,,,,,,,,,,,,asphalt,,
823685739,dismount,no,,,,asphalt,,way/823685739,dismount,,,,,,,,,,,,,,,,no,,,asphalt,,
823685740,,no,,,,concrete,,way/823685740,,,,,,,,,,,,,,,,,no,,,concrete,,
823795260,,,,,,paving_stones,,way/823795260,,,,,,,,,,,,,,,,,,,,paving_stones,,
824006809,,,,80,,asphalt,,way/824006809,,,,,,,,,,,80,yes,,,,,,,,asphalt,,
824018034,,,,,,concrete,,way/824018034,,,,,,,,,,,,,,,,,,,,concrete,,
824088209,,,,,,asphalt,,way/824088209,,,,,,,,,,,,,,,,,,,,asphalt,,
824140165,,,,,,concrete,,way/824140165,,,,,,,,,,,,,,,,,,,,concrete,,
824140166,,,,,,asphalt,,way/824140166,,,,,,,,,,,,,,,,,,,,asphalt,,
824140167,,,,,,concrete,,way/824140167,,,,,,,,,,,,,,,,,,,,concrete,,
824140168,,,,,,asphalt,,way/824140168,,,,,,,,,,,,,,,,,,,,asphalt,,
824140169,,,,,,concrete,,way/824140169,,,,,,,,,,,,,,,,,,,,concrete,,
824140170,,,,,,asphalt,,way/824140170,,,,,,,,,,,,,,,,,,,,asphalt,,
824140171,,,,,,asphalt,,way/824140171,,,,,,,,,,,,,,,,,,,,asphalt,,
824140172,,,,,,asphalt,,way/824140172,,,,,,,,,,,,,,,,,,,,asphalt,,
824140173,yes,,,,,concrete,,way/824140173,yes,,,,,,,,,,,,,,,,,,,concrete,,
824140174,no,,,,,concrete,,way/824140174,no,,,,,,,,,,,,,,,,,,,concrete,,
824141237,,,,,,asphalt,,way/824141237,,,,,,,,,,,,,,,,,,,,asphalt,,
824141238,,,,,,asphalt,,way/824141238,,,,,,,,,,,,,,,,,,,,asphalt,,
824459136,,,,,,,,way/824459136,,,,,,,,,,,,,,,,,,,,,,
824459137,,,,,,,,way/824459137,,,,,,,,,,,,,,,,,,,,,,
824463063,,,,,,,,way/824463063,,,,,,,,,,,,yes,,,,,,,,,,
824463064,,,,,,,,way/824463064,,,,,,,,,,,,,,,,,,,,,,
824463068,,,,,,asphalt,,way/824463068,,,,,,,,,,,,,,,,,,,,asphalt,,
824731607,no,,,40,,asphalt,,way/824731607,,,,,,no,,,,,40,,,,,,,,,asphalt,,
824774147,yes,,,,,,,way/824774147,yes,,,,,,,,,,,,,,,,,,,,,
824829540,,,,,,,,way/824829540,,,,,,,,,,,,,,,,,,,,,,
824829541,,,,,,,,way/824829541,,,,,,,,,,,,yes,,,,,,,,,,
824829542,,,,,,,,way/824829542,,,,,,,,,,,,yes,,,,,,,,,,
824829543,,,,,,,,way/824829543,,,,,,,,,,,,,,,,,,,,,,
824829544,,,,,,,,way/824829544,,,,,,,,,,,,,,,,,,,,,,
824829545,,,,,,,,way/824829545,,,,,,,,,,,,,,,,,,,,,,
824829547,designated,no,,,,paved,2,way/824829547,designated,,,,,,,,,,,,,,,,no,,,paved,,2
824829556,,,,,,,,way/824829556,,,,,,,,,,,,,,,,,,,,,,
824829559,,,,,,,,way/824829559,,,,,,,,,,,,,,,,,,,,,,
825101027,no,no,,60,3,asphalt,,way/825101027,,,,,no,,,,,3,60,no,,,,,,,no,asphalt,,
825149205,,,,40,,asphalt,,way/825149205,,,,,,,,,,,40,,,,,,,,,asphalt,,
825166063,,,,,,asphalt,,way/825166063,,,,,,,,,,,,yes,,,,,,,,asphalt,,
825166064,,,,,,asphalt,,way/825166064,,,,,,,,,,,,yes,,,,,,,,asphalt,,
825166065,,,,,,asphalt,,way/825166065,,,,,,,,,,,,yes,,,,,,,,asphalt,,
825167950,no,,,60,2,asphalt,,way/825167950,yes,,,,,no,,,,2,60,no,,,,,,,,asphalt,,
825167951,,,,,,asphalt,,way/825167951,,,,,,,,,,,,yes,,,,,,,,asphalt,,
825169069,no,,,60,,asphalt,,way/825169069,yes,,,,,no,,,,,60,yes,,,,,,,,asphalt,,
825169070,no,,,60,3,asphalt,,way/825169070,,,,,,,,no,,3,60,yes,,,,,,,,asphalt,,
825169071,,,,,,asphalt,,way/825169071,,,,,,,,,,,,yes,,,,,,,,asphalt,,
825178697,no,no,,60,4,asphalt,,way/825178697,,,,,,no,,,,4,60,,,,,,,,no,asphalt,,
825178698,no,no,,60,4,asphalt,,way/825178698,,,,,,no,,,,4,60,,,,,,,,no,asphalt,,
825180538,no,,,50,,asphalt,,way/825180538,,,,,,no,,,,,50,,,,,,,,,asphalt,,
825180539,no,no,,60,4,asphalt,,way/825180539,,,,,,no,,,,4,60,,,,,,,,no,asphalt,,
825346594,designated,no,,,,concrete,,way/825346594,designated,,,,,,,,,,,,,,,,no,,,concrete,,
825346595,designated,no,,,,concrete,,way/825346595,designated,,,,,,,,,,,,,,,,no,,,concrete,,
825346596,designated,no,,,,concrete,2.5,way/825346596,designated,,,,,,,,,,,,,,,,no,,,concrete,,2.5
825346597,designated,no,,,,asphalt,6.7,way/825346597,designated,,,,,,,,,,,,,,,,no,,,asphalt,,6.7
825346598,designated,no,,,,concrete,3.7,way/825346598,designated,,,,,,,,,,,,,,,,no,,,concrete,,3.7
825347520,,,,,,asphalt,,way/825347520,,,,,,,,,,,,,,,,,,,,asphalt,,
825347521,designated,no,,,,asphalt,,way/825347521,designated,,,,,,,,,,,no,,,,,no,,,asphalt,,
825634000,designated,no,,,,concrete,3.2,way/825634000,designated,,,,,,,,,,,no,,,,,no,,,concrete,,3.2
825743793,no,,,,,gravel,,way/825743793,no,,,,,,,,,,,,,,,,,,,gravel,,
825743794,no,,,,,gravel,,way/825743794,no,,,,,,,,,,,,,,,,,,,gravel,,
825743806,no,,,,,gravel,,way/825743806,no,,,,,,,,,,,,,,,,,,,gravel,,
825743807,no,,,,,gravel,,way/825743807,no,,,,,,,,,,,,,,,,,,,gravel,,
825743808,no,,,,,gravel,,way/825743808,no,,,,,,,,,,,,,,,,,,,gravel,,
825743809,no,,,,,gravel,,way/825743809,no,,,,,,,,,,,,,,,,,,,gravel,,
825743810,no,,,,,gravel,,way/825743810,no,,,,,,,,,,,,,,,,,,,gravel,,
826051531,yes,,,,,ground,,way/826051531,yes,,,,,,,,,,,,,,,,,,,ground,,
826051534,,,,,,,,way/826051534,,,,,,,,,,,,,,,,,,,,,,
826051537,,,,,,,,way/826051537,,,,,,,,,,,,,,,,,,,,,,
826051538,,,,,,,,way/826051538,,,,,,,,,,,,,,,,,,,,,,
826051539,designated,,,,,,,way/826051539,designated,,,,,,,,,,,,,,,,,,,,,
826051542,,,,,,,,way/826051542,,,,,,,,,,,,,,,,,,,,,,
826051543,,,,,,,,way/826051543,,,,,,,,,,,,,,,,,,,,,,
826051544,,,,,,,,way/826051544,,,,,,,,,,,,,,,,,,,,,,
826051545,,,,,,,,way/826051545,,,,,,,,,,,,,,,,,,,,,,
826051546,,,,,,,,way/826051546,,,,,,,,,,,,,,,,,,,,,,
826051549,,,,,,,,way/826051549,,,,,,,,,,,,,,,,,,,,,,
826058352,,,,,,asphalt,,way/826058352,,,,,,,,,,,,no,,,,,,,,asphalt,,
826058353,,,,,,concrete,,way/826058353,,,,,,,,,,,,,,,,,,,,concrete,,
826058354,,,,,,concrete,,way/826058354,,,,,,,,,,,,,,,,,,,,concrete,,
826058364,,,,,,asphalt,,way/826058364,,,,,,,,,,,,,,,,,,,,asphalt,,
826058371,,,,,,,,way/826058371,,,,,,,,,,,,,,,,,,,,,,
826058374,,,,,,,,way/826058374,,,,,,,,,,,,,,,,,,,,,,
826058375,,,,,,,,way/826058375,,,,,,,,,,,,,,,,,,,,,,
826062164,no,,,,,concrete,,way/826062164,no,,,,,,,,,,,,,,,,,,,concrete,,
826062165,no,,,,,concrete,,way/826062165,no,,,,,,,,,,,,,,,,,,,concrete,,
826062166,no,,,,,,,way/826062166,no,,,,,,,,,,,,,,,,,,,,,
826062167,no,,,,,,,way/826062167,no,,,,,,,,,,,,,,,,,,,,,
826062168,no,,,,,,,way/826062168,no,,,,,,,,,,,,,,,,,,,,,
826062169,no,,,,,,,way/826062169,no,,,,,,,,,,,,,,,,,,,,,
826062170,no,,,,,,,way/826062170,no,,,,,,,,,,,,,,,,,,,,,
826062171,no,,,,,,,way/826062171,no,,,,,,,,,,,,,,,,,,,,,
826062173,no,,,,,,,way/826062173,no,,,,,,,,,,,,,,,,,,,,,
826062174,no,,,,,,,way/826062174,no,,,,,,,,,,,,,,,,,,,,,
826062175,no,,,,,,,way/826062175,no,,,,,,,,,,,,,,,,,,,,,
826062176,,,,,,,,way/826062176,,,,,,,,,,,,,,,,,,,,,,
826062177,no,,,,,,,way/826062177,no,,,,,,,,,,,,,,,,,,,,,
826062178,no,,,,,,,way/826062178,no,,,,,,,,,,,,,,,,,,,,,
826062179,no,,,,,,,way/826062179,no,,,,,,,,,,,,,,,,,,,,,
826062180,no,,,,,,,way/826062180,no,,,,,,,,,,,,,,,,,,,,,
826062181,no,,,,,,,way/826062181,no,,,,,,,,,,,,,,,,,,,,,
826062182,no,,,,,,,way/826062182,no,,,,,,,,,,,,,,,,,,,,,
826062183,no,,,,,,,way/826062183,no,,,,,,,,,,,,,,,,,,,,,
826062184,no,,,,,,,way/826062184,no,,,,,,,,,,,,,,,,,,,,,
826062186,no,,,,,,,way/826062186,no,,,,,,,,,,,,,,,,,,,,,
826062187,no,,,,,,,way/826062187,no,,,,,,,,,,,,,,,,,,,,,
826062188,no,,,,,,,way/826062188,no,,,,,,,,,,,,,,,,,,,,,
826062189,no,,,,,,,way/826062189,no,,,,,,,,,,,,,,,,,,,,,
826062190,no,,,,,concrete,,way/826062190,no,,,,,,,,,,,,,,,,,,,concrete,,
826062191,no,,,,,,,way/826062191,no,,,,,,,,,,,,,,,,,,,,,
826062192,no,,,,,,,way/826062192,no,,,,,,,,,,,,,,,,,,,,,
826062193,no,,,,,,,way/826062193,no,,,,,,,,,,,,,,,,,,,,,
826062194,no,,,,,,,way/826062194,no,,,,,,,,,,,,,,,,,,,,,
826062195,no,,,,,,,way/826062195,no,,,,,,,,,,,,,,,,,,,,,
826062196,no,,,,,,,way/826062196,no,,,,,,,,,,,,,,,,,,,,,
826062198,no,,,,,concrete,,way/826062198,no,,,,,,,,,,,,,,,,,,,concrete,,
826062199,no,,,,,fine_gravel,,way/826062199,no,,,,,,,,,,,,,,,,,,,fine_gravel,,
826062202,no,,,,,concrete,,way/826062202,no,,,,,,,,,,,,,,,,,,,concrete,,
826302962,,,,,,asphalt,,way/826302962,,,,,,,,,,,,,,,,,,,,asphalt,,
826302963,,,,,,sett,,way/826302963,,,,,,,,,,,,,,,,,,,,sett,,
826302964,,,,,,asphalt,,way/826302964,,,,,,,,,,,,,,,,,,,,asphalt,,
826302965,,,,,,asphalt,,way/826302965,,,,,,,,,,,,,,,,,,,,asphalt,,
826302966,,,,,,asphalt,,way/826302966,,,,,,,,,,,,,,,,,,,,asphalt,,
826302967,,,,,,asphalt,,way/826302967,,,,,,,,,,,,,,,,,,,,asphalt,,
826302968,,,,,,asphalt,,way/826302968,,,,,,,,,,,,,,,,,,,,asphalt,,
826337866,,,,,,asphalt,,way/826337866,,,,,,,,,,,,,,,,,,,,asphalt,,
826337867,,,,,,asphalt,,way/826337867,,,,,,,,,,,,,,,,,,,,asphalt,,
826337868,,,,,,asphalt,,way/826337868,,,,,,,,,,,,,,,,,,,,asphalt,,
826337869,,,,,,asphalt,,way/826337869,,,,,,,,,,,,,,,,,,,,asphalt,,
826337870,,,,,,asphalt,,way/826337870,,,,,,,,,,,,,,,,,,,,asphalt,,
826337871,,,,,,asphalt,,way/826337871,,,,,,,,,,,,,,,,,,,,asphalt,,
826363612,,,,,,,,way/826363612,,,,,,,,,,,,,,,,,,,,,,
826417744,,,,,,asphalt,,way/826417744,,,,,,,,,,,,,,,,,,,,asphalt,,
826796310,,,,,,asphalt,,way/826796310,,,,,,,,,,,,,,,,,,,,asphalt,,
826796529,,,,,,asphalt,,way/826796529,,,,,,,,,,,,,,,,,,,,asphalt,,
826796530,,,,,,asphalt,,way/826796530,,,,,,,,,,,,,,,,,,,,asphalt,,
826838195,,,,,,,,way/826838195,,,,,,,,,,,,,,,,,,,,,,
826838201,,,,,,,,way/826838201,,,,,,,,,,,,,,,,,,,,,,
826839239,,,,,,,,way/826839239,,,,,,,,,,,,,,,,,,,,,,
826855436,,,,,,asphalt,,way/826855436,,,,,,,,,,,,,,,,,,,,asphalt,,
826855442,,,,10,,unpaved,,way/826855442,,,,,,,,,,,10,,,,,,,,,unpaved,,
826855457,,,,,,asphalt,,way/826855457,,,,,,,,,,,,yes,,,,,,,,asphalt,,
826855471,,,,,,paved,,way/826855471,,,,,,,,,,,,,,,,,,,,paved,,
826855486,,,,,,asphalt,,way/826855486,,,,,,,,,,,,,,,,,,,,asphalt,,
826855487,,,,,,asphalt,,way/826855487,,,,,,,,,,,,,,,,,,,,asphalt,,
826855488,,,,,,asphalt,,way/826855488,,,,,,,,,,,,,,,,,,,,asphalt,,
826855489,,,,,,asphalt,,way/826855489,,,,,,,,,,,,,,,,,,,,asphalt,,
826855490,,,,,,asphalt,,way/826855490,,,,,,,,,,,,,,,,,,,,asphalt,,
826855506,,,,,,,,way/826855506,,,,,,,,,,,,,,,,,,,,,,
826855512,,,,,,,,way/826855512,,,,,,,,,,,,,,,,,,,,,,
826855544,,,,,,,,way/826855544,,,,,,,,,,,,,,,,,,,,,,
826855559,,,,,,,,way/826855559,,,,,,,,,,,,,,,,,,,,,,
826855560,,,,,,,,way/826855560,,,,,,,,,,,,,,,,,,,,,,
827183178,,,,,,asphalt,,way/827183178,,,,,,,,,,,,,,,,,,,,asphalt,,
827183179,,,,,,asphalt,,way/827183179,,,,,,,,,,,,,,,,,,,,asphalt,,
827183180,,,,,,concrete,,way/827183180,,,,,,,,,,,,,,,,,,,,concrete,,
827183181,,,,,,asphalt,,way/827183181,,,,,,,,,,,,,,,,,,,,asphalt,,
827183182,,,,,,asphalt,,way/827183182,,,,,,,,,,,,,,,,,,,,asphalt,,
827183183,,,,,,asphalt,,way/827183183,,,,,,,,,,,,,,,,,,,,asphalt,,
827183185,,,,,,concrete,,way/827183185,,,,,,,,,,,,,,,,,,,,concrete,,
827183324,,,,,,asphalt,,way/827183324,,,,,,,,,,,,,,,,,,,,asphalt,,
827184025,,,,,,asphalt,,way/827184025,,,,,,,,,,,,,,,,,,,,asphalt,,
827184026,,,,,,asphalt,,way/827184026,,,,,,,,,,,,,,,,,,,,asphalt,,
827184027,,,,,,concrete,,way/827184027,,,,,,,,,,,,,,,,,,,,concrete,,
827184028,,,,,,concrete,,way/827184028,,,,,,,,,,,,,,,,,,,,concrete,,
827184029,,,,,,asphalt,,way/827184029,,,,,,,,,,,,,,,,,,,,asphalt,,
827184030,,,,,,,,way/827184030,,,,,,,,,,,,,,,,,,,,,,
827184031,no,,,,,asphalt,,way/827184031,no,,,,,,,,,,,,,,,,,,,asphalt,,
827184620,no,,,50,4,concrete,,way/827184620,no,,,,,no,,,,4,50,,,,,,,,,concrete,,
827185819,,,,,,asphalt,,way/827185819,,,,,,,,,,,,,,,,,,,,asphalt,,
827185820,,,,,,asphalt,,way/827185820,,,,,,,,,,,,,,,,,,,,asphalt,,
827185821,,,,,,asphalt,,way/827185821,,,,,,,,,,,,,,,,,,,,asphalt,,
827185822,,,,,,asphalt,,way/827185822,,,,,,,,,,,,,,,,,,,,asphalt,,
827185823,,,,,,asphalt,,way/827185823,,,,,,,,,,,,,,,,,,,,asphalt,,
827185824,,,,,,asphalt,,way/827185824,,,,,,,,,,,,,,,,,,,,asphalt,,
827185825,,,,,,asphalt,,way/827185825,,,,,,,,,,,,,,,,,,,,asphalt,,
827185826,,,,,,asphalt,,way/827185826,,,,,,,,,,,,,,,,,,,,asphalt,,
827185827,,,,,,asphalt,,way/827185827,,,,,,,,,,,,,,,,,,,,asphalt,,
827189434,,,,,,asphalt,,way/827189434,,,,,,,,,,,,,,,,,,,,asphalt,,
827189435,designated,no,,,,asphalt,,way/827189435,designated,,,,,,,,,,,,,,,,no,,,asphalt,,
827189436,designated,no,,,,asphalt,,way/827189436,designated,,,,,,,,,,,,,,,,no,,,asphalt,,
827189437,,,,,,asphalt,,way/827189437,,,,,,,,,,,,,,,,,,,,asphalt,,
827189438,,,,,,asphalt,,way/827189438,,,,,,,,,,,,,,,,,,,,asphalt,,
827189439,,,,,,asphalt,,way/827189439,,,,,,,,,,,,,,,,,,,,asphalt,,
827189440,no,,,,,asphalt,,way/827189440,no,,,,,,,,,,,,,,,,,,,asphalt,,
827189441,designated,no,,,,asphalt,,way/827189441,designated,,,,,,,,,,,no,,,,,no,,,asphalt,,
827189442,,,,,,asphalt,,way/827189442,,,,,,,,,,,,,,,,,,,,asphalt,,
827190558,,,,,,asphalt,,way/827190558,,,,,,,,,,,,,,,,,,,,asphalt,,
827190559,,,,,,asphalt,,way/827190559,,,,,,,,,,,,,,,,,,,,asphalt,,
827190560,,,,,,asphalt,,way/827190560,,,,,,,,,,,,,,,,,,,,asphalt,,
827190561,,,,,,asphalt,,way/827190561,,,,,,,,,,,,,,,,,,,,asphalt,,
827190562,,,,,,asphalt,,way/827190562,,,,,,,,,,,,,,,,,,,,asphalt,,
827190563,,,,,,asphalt,,way/827190563,,,,,,,,,,,,,,,,,,,,asphalt,,
827190564,,,,,,asphalt,,way/827190564,,,,,,,,,,,,,,,,,,,,asphalt,,
827190565,,,,,,asphalt,,way/827190565,,,,,,,,,,,,,,,,,,,,asphalt,,
827190566,,,,,,asphalt,,way/827190566,,,,,,,,,,,,,,,,,,,,asphalt,,
827190567,,,,,,asphalt,,way/827190567,,,,,,,,,,,,,,,,,,,,asphalt,,
827190568,,,,,,asphalt,,way/827190568,,,,,,,,,,,,,,,,,,,,asphalt,,
827190569,,,,,,asphalt,,way/827190569,,,,,,,,,,,,,,,,,,,,asphalt,,
827190570,,,,,,asphalt,,way/827190570,,,,,,,,,,,,,,,,,,,,asphalt,,
827190571,,,,,,asphalt,,way/827190571,,,,,,,,,,,,,,,,,,,,asphalt,,
827190572,,,,,,asphalt,,way/827190572,,,,,,,,,,,,,,,,,,,,asphalt,,
827520616,,,,,,sett,,way/827520616,,,,,,,,,,,,,,,,,,,,sett,,
827568366,,,,,,sett,,way/827568366,,,,,,,,,,,,,,,,,,,,sett,,
827568376,,,,,,asphalt,,way/827568376,,,,,,,,,,,,,,,,,,,,asphalt,,
827568377,,,,,,asphalt,,way/827568377,,,,,,,,,,,,,,,,,,,,asphalt,,
827568947,,,,60,3,paved,,way/827568947,,,,,,,,,,3,60,yes,,,,,,,,paved,,
827568948,,,,,1,,,way/827568948,,,,,,,,,,1,,yes,,,,,,,,,,
827571390,,,,,,,,way/827571390,,,,,,,,,,,,,,,,,,,,,,
827596454,,,,,,asphalt,,way/827596454,,,,,,,,,,,,,,,,,,,,asphalt,,
827596455,,,,,,asphalt,,way/827596455,,,,,,,,,,,,,,,,,,,,asphalt,,
827596456,,,,,,asphalt,,way/827596456,,,,,,,,,,,,,,,,,,,,asphalt,,
827598477,,,,,,asphalt,,way/827598477,,,,,,,,,,,,,,,,,,,,asphalt,,
827598478,,,,,,asphalt,,way/827598478,,,,,,,,,,,,,,,,,,,,asphalt,,
827598479,,,,,,asphalt,,way/827598479,,,,,,,,,,,,,,,,,,,,asphalt,,
827598480,,,,,,asphalt,,way/827598480,,,,,,,,,,,,,,,,,,,,asphalt,,
